n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
20000,inforest,neg_strongly_corr,sparse,5,20000,6122,inforest,3447,8.796000
20000,inforest,neg_strongly_corr,sparse,6,20000,6011,inforest,3468,8.608000
20000,inforest,neg_strongly_corr,sparse,7,20000,6018,inforest,3475,8.234000
20000,inforest,neg_strongly_corr,sparse,8,20000,5989,inforest,3432,8.385000
20000,inforest,neg_strongly_corr,sparse,9,20000,6079,inforest,3416,8.432000
20000,inforest,neg_strongly_corr,sparse,10,20000,5977,inforest,3410,8.277000
20000,inforest,neg_strongly_corr,tree,1,20000,19999,inforest,4125,14.429000
20000,inforest,neg_strongly_corr,tree,2,20000,19999,inforest,4092,14.720000
20000,inforest,neg_strongly_corr,tree,3,20000,19999,inforest,4162,14.455000
20000,inforest,neg_strongly_corr,tree,4,20000,19999,inforest,4111,14.538000
20000,inforest,neg_strongly_corr,tree,5,20000,19999,inforest,4128,14.283000
20000,inforest,neg_strongly_corr,tree,6,20000,19999,inforest,4049,14.473000
20000,inforest,neg_strongly_corr,tree,7,20000,19999,inforest,4149,14.688000
20000,inforest,neg_strongly_corr,tree,8,20000,19999,inforest,4174,14.487000
20000,inforest,neg_strongly_corr,tree,9,20000,19999,inforest,4127,14.942000
20000,inforest,neg_strongly_corr,tree,10,20000,19999,inforest,4133,14.310000
20000,inforest,neg_uncorr,dense,1,20000,18003,inforest,10757,12.883000
20000,inforest,neg_uncorr,dense,2,20000,18061,inforest,10855,13.120000
20000,inforest,neg_uncorr,dense,3,20000,18002,inforest,10768,12.808000
20000,inforest,neg_uncorr,dense,4,20000,18024,inforest,10830,13.056000
20000,inforest,neg_uncorr,dense,5,20000,17991,inforest,10751,12.855000
20000,inforest,neg_uncorr,dense,6,20000,18027,inforest,10819,13.452000
20000,inforest,neg_uncorr,dense,7,20000,18014,inforest,10798,12.859000
20000,inforest,neg_uncorr,dense,8,20000,18067,inforest,10805,13.115000
20000,inforest,neg_uncorr,dense,9,20000,17989,inforest,10847,13.922000
